source_path,source_file_type,experiment_id,experiment_name,status,metrics_or_artifacts_found,rows_emitted,extraction_method,confidence,split_status,leakage_risk,duplicate_group,notes
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/改进memo.md,memo_claims_csv,EXP-003,FFT high-frequency weighted loss,memo_claim_qualitative_only,"SSIM,PSNR",0,memo_claims_csv_regex,medium,split_unknown,leakage_risk_unknown,,claim_id=memo-03; section=2. FFT系数高频损失惩罚
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/GaN+2Dlabel/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,tensorboard_event_unparsed,EXP-004,GAN + severity transform / 2D label,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/GaN+2Dlabel/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,tensorboard_event_unparsed,EXP-004,GAN + severity transform / 2D label,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/GaN+2Dlabel/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,tensorboard_event_unparsed,EXP-004,GAN + severity transform / 2D label,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/GaN+2Dlabel/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,tensorboard_event_unparsed,EXP-004,GAN + severity transform / 2D label,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/GaN+2Dlabel/result.txt.txt,text_result,EXP-004,GAN + severity transform / 2D label,metrics_extracted,"discriminator_loss,epoch_time,generator_loss",18,text_regex,strong,split_unknown,leakage_risk_unknown,,
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/改进memo.md,memo_claims_csv,EXP-004,GAN + severity transform / 2D label,memo_claim_qualitative_only,模型崩塌,0,memo_claims_csv_regex,medium,split_unknown,leakage_risk_unknown,,claim_id=memo-04; section=3. GaN+“窜槽严重性”变换
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/改进memo.md,memo_claims_csv,EXP-004,GAN + severity transform / 2D label,memo_claim_qualitative_only,模型崩塌,0,memo_claims_csv_regex,medium,split_unknown,leakage_risk_unknown,,"claim_id=memo-05; section=4. GaN+""双通道二元标签""+焦点损失函数+过拟合测试"
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/GaN+2Dlabel/output/image_translation/array_03/logs/training_history.pkl,pickle_training_history,EXP-005,Two-channel binary label and focal-loss/overfit test,metrics_extracted,"loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr",13,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,673fb5e8b058b415,duplicate_history_hash=673fb5e8b058b415; duplicate_group_size=6; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/GaN+2Dlabel/output/visualization_plots/04_training_history.png,image,EXP-005,Two-channel binary label and focal-loss/overfit test,image_only_needs_manual_read,image_only_training_history,1,image_metadata_no_ocr,needs_manual_read,split_unknown,leakage_risk_unknown,,training history
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/test_relativity/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,tensorboard_event_unparsed,EXP-006,CNN binary classification: CWT-label relationship test,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/test_relativity/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,tensorboard_event_unparsed,EXP-006,CNN binary classification: CWT-label relationship test,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/test_relativity/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,tensorboard_event_unparsed,EXP-006,CNN binary classification: CWT-label relationship test,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/test_relativity/output/image_translation/array_03/logs/training_history.pkl,pickle_training_history,EXP-006,CNN binary classification: CWT-label relationship test,metrics_extracted,"loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr",13,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,673fb5e8b058b415,duplicate_history_hash=673fb5e8b058b415; duplicate_group_size=6; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/test_relativity/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,tensorboard_event_unparsed,EXP-006,CNN binary classification: CWT-label relationship test,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/test_relativity/result.txt.txt,text_result,EXP-006,CNN binary classification: CWT-label relationship test,metrics_extracted,"accuracy_approx,best_epoch_val_auc,early_stop_epoch,val_accuracy_approx,val_auc",5,text_regex,strong,split_unknown,leakage_risk_unknown,,
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/改进memo.md,memo_claims_csv,EXP-006,CNN binary classification: CWT-label relationship test,memo_claim_metric_claim,"val_auc,accuracy_approx,val_accuracy_approx",3,memo_claims_csv_regex,medium,split_unknown,leakage_risk_unknown,,claim_id=memo-06; section=5. CNN+分类任务（验证CWT与标签之间是否存在对应关系）
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/改进memo.md,markdown_memo,EXP-006,CNN binary classification: CWT-label relationship test,metrics_extracted,"accuracy_approx,best_epoch_val_auc,early_stop_epoch,val_accuracy_approx,val_auc",5,text_regex,strong,split_unknown,leakage_risk_unknown,,
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/train/events.out.tfevents.1758873492.ubuntusrv.31976.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/train/events.out.tfevents.1758878579.ubuntusrv.13912.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/train/events.out.tfevents.1759026243.ubuntusrv.4459.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/training_history.pkl,pickle_training_history,EXP-007,1D percentage label profile regression,metrics_extracted,"loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr",13,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,673fb5e8b058b415,duplicate_history_hash=673fb5e8b058b415; duplicate_group_size=6; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/training_history_advanced.pkl,pickle_training_history,EXP-007,1D percentage label profile regression,metrics_extracted,"loss,mae,val_loss,val_mae,lr",9,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,cc58fc273535b8e2,duplicate_history_hash=cc58fc273535b8e2; duplicate_group_size=4; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history_advanced.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/validation/events.out.tfevents.1758873522.ubuntusrv.31976.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/validation/events.out.tfevents.1758878607.ubuntusrv.13912.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/logs/validation/events.out.tfevents.1759026265.ubuntusrv.4459.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/results/final_analysis_plots/_error_distribution_by_category.png,image,EXP-007,1D percentage label profile regression,image_only_needs_manual_read,image_only_error_distribution_by_category,1,image_metadata_no_ocr,needs_manual_read,split_unknown,leakage_risk_unknown,,FFT-related artifact
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/results/final_analysis_plots/_overall_performance_scatter.png,image,EXP-007,1D percentage label profile regression,image_only_needs_manual_read,image_only_overall_performance_scatter,1,image_metadata_no_ocr,needs_manual_read,split_unknown,leakage_risk_unknown,,FFT-related artifact; performance/metric summary
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet/output/image_translation/array_03/results/original_model_analysis_plots/_virtual_log_comparison.png,image,EXP-007,1D percentage label profile regression,image_only_needs_manual_read,image_only_prediction_comparison,1,image_metadata_no_ocr,needs_manual_read,split_unknown,leakage_risk_unknown,,prediction-vs-ground-truth figure; FFT-related artifact
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758873492.ubuntusrv.31976.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1758878579.ubuntusrv.13912.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/train/events.out.tfevents.1759026243.ubuntusrv.4459.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/training_history.pkl,pickle_training_history,EXP-007,1D percentage label profile regression,metrics_extracted,"loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr",13,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,673fb5e8b058b415,duplicate_history_hash=673fb5e8b058b415; duplicate_group_size=6; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/training_history_advanced.pkl,pickle_training_history,EXP-007,1D percentage label profile regression,metrics_extracted,"loss,mae,val_loss,val_mae,lr",9,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,cc58fc273535b8e2,duplicate_history_hash=cc58fc273535b8e2; duplicate_group_size=4; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history_advanced.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758873522.ubuntusrv.31976.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1758878607.ubuntusrv.13912.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/logs/validation/events.out.tfevents.1759026265.ubuntusrv.4459.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/results/final_analysis_plots/_error_distribution_by_category.png,image,EXP-007,1D percentage label profile regression,image_only_needs_manual_read,image_only_error_distribution_by_category,1,image_metadata_no_ocr,needs_manual_read,split_unknown,leakage_risk_unknown,,FFT-related artifact
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/results/final_analysis_plots/_overall_performance_scatter.png,image,EXP-007,1D percentage label profile regression,image_only_needs_manual_read,image_only_overall_performance_scatter,1,image_metadata_no_ocr,needs_manual_read,split_unknown,leakage_risk_unknown,,FFT-related artifact; performance/metric summary
/mnt/c/Users/Administrator/Desktop/Hal/results/FFT_EfficientNet_1/output/image_translation/array_03/results/original_model_analysis_plots/_virtual_log_comparison.png,image,EXP-007,1D percentage label profile regression,image_only_needs_manual_read,image_only_prediction_comparison,1,image_metadata_no_ocr,needs_manual_read,split_unknown,leakage_risk_unknown,,prediction-vs-ground-truth figure; FFT-related artifact
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782241.ubuntusrv.22102.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782488.ubuntusrv.3728.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758782660.ubuntusrv.39349.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758873492.ubuntusrv.31976.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1758878579.ubuntusrv.13912.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/train/events.out.tfevents.1759026243.ubuntusrv.4459.0.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/training_history.pkl,pickle_training_history,EXP-007,1D percentage label profile regression,metrics_extracted,"loss,accuracy,auc,val_loss,val_accuracy,val_auc,lr",13,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,673fb5e8b058b415,duplicate_history_hash=673fb5e8b058b415; duplicate_group_size=6; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/training_history_advanced.pkl,pickle_training_history,EXP-007,1D percentage label profile regression,metrics_extracted,"loss,mae,val_loss,val_mae,lr",9,pickle_load_fake_numpy,strong,split_unknown,leakage_risk_unknown,cc58fc273535b8e2,duplicate_history_hash=cc58fc273535b8e2; duplicate_group_size=4; first_seen=FFT_EfficientNet/output/image_translation/array_03/logs/training_history_advanced.pkl
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/validation/events.out.tfevents.1758782669.ubuntusrv.39349.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
/mnt/c/Users/Administrator/Desktop/Hal/results/temp_result/1D+percentage_Label/output/image_translation/array_03/logs/validation/events.out.tfevents.1758873522.ubuntusrv.31976.1.v2,tensorboard_event_unparsed,EXP-007,1D percentage label profile regression,tensorboard_event_unparsed_local_tensorboard_missing,scalar_metrics_possible,0,metadata_only_no_tensorboard_import,unknown,split_unknown,leakage_risk_unknown,,No tensorboard package in local Python; do not infer scalar values from event files
